"Cod_TSE","Cod_IBGE","UF","localidade"
"74101","4101051","PR","ANAHY"
"16470","2402402","RN","CARNAUBA DOS DANTAS"
"43133","3115706","MG","CENTRAL DE MINAS"
"4537","1502707","PA","CONCEICAO DO ARAGUAIA"
"56413","3202108","ES","ECOPORANGA"
"45454","3127305","MG","GALILEIA"
"35335","2911709","BA","GUANAMBI"
"46531","3132701","MG","ITAMBACURI"
"82996","4215208","SC","ROMELANDIA"
"51594","3158003","MG","SANTA MARIA DE ITABIRA"
"88439","4317004","RS","SANTANA DA BOA VISTA"
"51772","3158904","MG","SANTANA DO MANHUACU"
"74861","4125753","PR","SAO PEDRO DO IGUACU"
"1538","1200450","AC","SENADOR GUIOMARD"
"88340","4304713","RS","CARAA"
"98590","5003157","MS","CORONEL SAPUCAIA"
"75400","4107157","PR","DIAMANTE DO OESTE"
"81914","4209706","SC","LEBON REGIS"
"48054","3140308","MG","MARLIERIA"
"96512","5214051","GO","MUNDO NOVO DE GOIAS"
"47317","3136603","MG","NOVA UNIAO"
"87262","4313490","RS","NOVO BARREIRO"
"56790","3204005","ES","PANCAS"
"95613","5218300","GO","POSSE"
"74721","4121356","PR","RANCHO ALEGRE DOESTE"
"78190","4122107","PR","RIO BOM"
"50997","3155009","MG","RIO DOCE"
"74055","4100301","PR","AGUDOS DO SUL"
"41610","3108107","MG","BONFIM"
"80659","4203402","SC","CAMPO BELO DO SUL"
"80268","4204152","SC","CELSO RAMOS"
"43192","3116001","MG","CHALE"
"75361","4108452","PR","FOZ DO JORDAO"
"46353","3131802","MG","ITABIRINHA DE MANTENA"
"56553","3202801","ES","ITAPEMIRIM"
"47015","3135100","MG","JANAUBA"
"84590","4113759","PR","LUNARDELLI"
"94510","5212808","GO","MARA ROSA"
"77038","4115903","PR","MIRADOR"
"48739","3143708","MG","MORRO DO PILAR"
"77194","4116802","PR","NOVA CANTU"
"51993","3160009","MG","SANTO ANTONIO DO AVENTUREIRO"
"52272","3161403","MG","SAO FRANCISCO DO GLORIA"
"582","1101500","RO","SERINGUEIRAS"
"98175","5007976","MS","TAQUARUSSU"
"44075","3120409","MG","CRISTIANO OTONI"
"74349","4107850","PR","FLOR DA SERRA DO SUL"
"84964","4309951","RS","IBIRAPUITA"
"24511","2607604","PE","ITAMARACA"
"17116","2405702","RN","JARDIM DO SERIDO"
"47473","3137403","MG","LAGOA DOURADA"
"74489","4113429","PR","LIDIANOPOLIS"
"48313","3141603","MG","MERCES"
"49310","3146602","MG","PAIVA"
"77658","4119301","PR","PINHAO"
"40665","3159357","MG","SANTA RITA DE MINAS"
"25593","2613008","PE","SAO BENTO DO UNA"
"83313","4216800","SC","SAO JOSE DO CERRITO"
"4022","1507953","PA","TAILANDIA"
"79235","4127502","PR","TIBAGI"
"62065","3503356","SP","ARCO IRIS"
"44393","3122009","MG","DIVINO"
"88242","4308250","RS","FLORIANO PEIXOTO"
"86630","4308300","RS","FONTOURA XAVIER"
"84786","4310850","RS","JABOTICABA"
"46817","3134103","MG","ITUETA"
"58149","3302270","RJ","JAPERI"
"90301","5105234","MT","LAMBARI DOESTE"
"98795","5106273","MT","NOVO HORIZONTE DO NORTE"
"67970","3534807","SP","OURO VERDE"
"87408","4314498","RS","PINHEIRINHO DO VALE"
"38113","2925501","BA","PRADO"
"41440","3157278","MG","SANTA BARBARA DO MONTE VERDE"
"58289","3304755","RJ","SAO FRANCISCO DE ITABAPOANA"
"52752","3163805","MG","SAO MIGUEL DO ANTA"
"40711","3103603","MG","ARANTINA"
"40991","3105004","MG","BALDIM"
"85391","4302006","RS","BARROS CASSAL"
"41270","3106408","MG","BELO VALE"
"41530","3107703","MG","BOM JESUS DO AMPARO"
"92711","5203609","GO","BRAZABRANTES"
"41840","3115359","MG","CATAS ALTAS"
"56316","3201605","ES","CONCEICAO DA BARRA"
"35939","2914604","BA","IRECE"
"81590","4208104","SC","ITAIOPOLIS"
"6130","1600279","AP","LARANJAL DO JARI"
"82090","4210704","SC","MATOS COSTA"
"5738","1506187","PA","RONDON DO PARA"
"96890","5219357","GO","SANTA ISABEL"
"92568","5219258","GO","SANTA FE DE GOIAS"
"38733","2928703","BA","SANTO ANTONIO DE JESUS"
"80349","4215679","SC","SANTA TEREZINHA"
"53279","3166402","MG","SERITINGA"
"74926","4128625","PR","VILA ALTA"
"80195","4201000","SC","ANITA GARIBALDI"
"40258","3101300","MG","ALAGOA"
"92312","5201603","GO","ARACU"
"92452","1702307","TO","ARAPOEMA"
"74470","4102505","PR","BARBOSA FERRAZ"
"41211","3106101","MG","BELMIRO BRAGA"
"93106","5203939","GO","BURITI DE GOIAS"
"92916","5204607","GO","CAMPESTRE DE GOIAS"
"42633","3113206","MG","CARANDAI"
"90824","5103858","MT","GAUCHA DO NORTE"
"92304","1712504","TO","MARIANOPOLIS DO TOCANTINS"
"80004","4211058","SC","MONTE CARLO"
"48895","3144508","MG","NAZARENO"
"370","1100148","RO","NOVA BRASILANDIA"
"87521","4315321","RS","QUEVEDOS"
"92649","5220157","GO","SAO LUIZ DO NORTE"
"52795","3164001","MG","SAO PEDRO DOS FERROS"
"92703","5220454","GO","SENADOR CANEDO"
"53570","3167905","MG","TABULEIRO"
"3034","1400209","RR","CARACARAI"
"34959","2909802","BA","CRUZ DAS ALMAS"
"16594","2403004","RN","CRUZETA"
"93432","5207105","GO","DIORAMA"
"3026","1400282","RR","IRACEMA"
"73385","1711902","TO","LAGOA DA CONFUSAO"
"88943","4311734","RS","MAMPITUBA"
"61980","3532827","SP","NOVA CAMPINA"
"80624","4212270","SC","PASSOS MAIA"
"50016","3150109","MG","PIAU"
"95958","5217609","GO","PLANALTINA"
"50830","3154200","MG","RESENDE COSTA"
"50911","3154606","MG","RIBEIRAO DAS NEVES"
"5231","1506203","PA","SALINOPOLIS"
"95893","5219704","GO","SANTA TEREZINHA DE GOIAS"
"78611","4124202","PR","SANTO ANTONIO DO CAIUA"
"71374","3551801","SP","SETE BARRAS"
"79316","4127908","PR","TUNEIRAS DO OESTE"
"91693","5000856","MS","ANGELICA"
"74187","4103370","PR","BRASILANDIA DO SUL"
"43478","3117405","MG","CONCEICAO DE IPANEMA"
"86703","4306924","RS","ENGENHO VELHO"
"92223","5207535","GO","FAINA"
"612","1101005","RO","GOVERNADOR JORGE TEIXEIRA"
"74020","4109757","PR","IBEMA"
"36293","2916401","BA","ITAPETINGA"
"91014","5005103","MS","JATEI"
"396","1100130","RO","MACHADINHO DO OESTE"
"48410","3142106","MG","MIRADOURO"
"92169","5213855","GO","MORRO AGUDO DE GOIAS"
"88684","4313391","RS","NOVO CABRAIS"
"62120","3540853","SP","PRACINHA"
"79995","4125357","PR","SAO JORGE DO PATROCINIO"
"75663","4126678","PR","TAMARANA"
"85545","4300455","RS","ALEGRIA"
"40452","3102308","MG","ALVINOPOLIS"
"81280","4202438","SC","BOCAINA DO SUL"
"213","1100080","RO","COSTA MARQUES"
"74306","4107553","PR","FAROL"
"45438","3127206","MG","FUNILANDIA"
"92320","5212956","GO","MATRINCHA"
"56812","3204104","ES","PINHEIROS"
"75540","4120150","PR","PORTO BARREIRO"
"88030","4315008","RS","PORTO LUCENA"
"80780","4217154","SC","SAO MIGUEL DA BOA VISTA"
"93483","5220280","GO","SAO PATRICIO"
"56189","3205010","ES","SOORETAMA"
"88609","4322343","RS","UBIRETAMA"
"337","1100346","RO","ALVORADA DO OESTE"
"40053","3100302","MG","ABRE CAMPO"
"74551","4102901","PR","BITURUNA"
"4472","1502400","PA","CASTANHAL"
"90280","5103353","MT","CONFRESA"
"44113","3120607","MG","CRUCILANDIA"
"42048","3122470","MG","DOM BOSCO"
"79774","4108320","PR","FRANCISCO ALVES"
"47937","3139706","MG","MARAVILHAS"
"89818","5106208","MT","NOVA BRASILANDIA"
"50750","3153806","MG","QUELUZITO"
"77976","4121000","PR","QUERENCIA DO NORTE"
"61700","3543253","SP","RIBEIRAO GRANDE"
"89958","5107206","MT","RIO BRANCO"
"6157","1600600","AP","SANTANA"
"90328","5107263","MT","SANTO AFONSO"
"40339","3101706","MG","ALMENARA"
"41190","3106002","MG","BELA VISTA DE MINAS"
"92002","1703206","TO","BERNARDO SAYAO"
"81469","4202578","SC","BOM JESUS DO OESTE"
"34134","2905701","BA","CAMACARI"
"43516","3117603","MG","CONCEICAO DO PARA"
"93157","5205703","GO","CORREGO DO OURO"
"4715","1503606","PA","ITAITUBA"
"81140","4208955","SC","JARDINOPOLIS"
"76813","4114500","PR","MANOEL RIBAS"
"95095","5215603","GO","PADRE BERNARDO"
"21172","2510808","PB","PATOS"
"77992","4121109","PR","QUINTA DO SOL"
"87769","4318457","RS","SAO JOSE DAS MISSOES"
"98957","5108055","MT","TERRA NOVA DO NORTE"
"88005","4321832","RS","TRES FORQUILHAS"
"90018","5100102","MT","ACORIZAL"
"61611","3503109","SP","ARANDU"
"4588","1501253","PA","BANNACH"
"42730","3113701","MG","CARLOS CHAGAS"
"85944","4305173","RS","CERRO GRANDE DO SUL"
"93238","1706100","TO","CRISTALANDIA"
"44210","3121100","MG","DELFIM MOREIRA"
"91731","5003751","MS","ELDORADO"
"99074","5104500","MT","INDIAVAI"
"94234","5211404","GO","ITAUCU"
"47813","3139102","MG","MADRE DE DEUS DE MINAS"
"49794","3149002","MG","PEDRA DOURADA"
"95257","1716505","TO","PEDRO AFONSO"
"89974","5107750","MT","SALTO DO CEU"
"41629","3162922","MG","SAO JOAQUIM DE BICAS"
"52990","3165008","MG","SAO TIAGO"
"53112","3165602","MG","SENADOR CORTES"
"96911","5200159","GO","ADELANDIA"
"86525","4304853","RS","CARLOS GOMES"
"809","1100924","RO","CHUPINGUAIA"
"76139","4111001","PR","ITAMBARACA"
"74462","4111555","PR","IVATE"
"76554","4113106","PR","KALORE"
"82392","4212205","SC","PAPANDUVA"
"11533","2207702","PI","PARNAIBA"
"78018","4121208","PR","QUITANDINHA"
"88293","4316303","RS","ROQUE GONZALES"
"38555","2927705","BA","SANTA CRUZ CABRALIA"
"91553","5107800","MT","SANTO ANTONIO DO LEVERGER"
"52159","3160801","MG","SAO BENTO ABADE"
"52230","3161205","MG","SAO FRANCISCO DE PAULA"
"52612","3163102","MG","SAO JOSE DA VARGINHA"
"74900","4128534","PR","VENTANIA"
"90131","5000708","MS","ANASTACIO"
"74632","4103305","PR","BORRAZOPOLIS"
"58068","3301157","RJ","CARDOSO MOREIRA"
"88641","4305124","RS","CERRITO"
"73474","1704600","TO","CHAPADA DA AREIA"
"74241","4106571","PR","CRUZEIRO DO IGUACU"
"86681","4306429","RS","DOIS IRMAOS DAS MISSOES"
"94790","5214101","GO","MUTUNOPOLIS"
"96490","1715754","TO","PALMEIROPOLIS"
"5096","1505502","PA","PARAGOMINAS"
"77470","4118303","PR","PARANAPOEMA"
"61808","3540259","SP","PONTALINDA"
"87440","4314787","RS","PONTE PRETA"
"91375","5006903","MS","PORTO MURTINHO"
"78557","4124004","PR","SANTANA DO ITARARE"
"95850","5219506","GO","SANTA ROSA DE GOIAS"
"80942","4216057","SC","SAO CRISTOVAO DO SUL"
"56006","3204658","ES","SAO DOMINGOS"
"88765","4320321","RS","SENADOR SALGADO FILHO"
"88900","4321493","RS","TOROPI"
"80225","4200051","SC","ABDON BATISTA"
"43230","3116209","MG","CHIADOR"
"93530","5207600","GO","FAZENDA NOVA"
"76031","4110508","PR","IPIRANGA"
"86827","4310413","RS","INHACORA"
"65617","3523008","SP","ITAPURA"
"4758","1503804","PA","JACUNDA"
"58459","3302304","RJ","LAJE DO MURIAE"
"56650","3203304","ES","MANTENOPOLIS"
"48453","3142304","MG","MOEDA"
"91170","5105903","MT","NOBRES"
"77135","4116406","PR","NOSSA SENHORA DAS GRACAS"
"41424","3154150","MG","REDUTO"
"90662","5107180","MT","RIBEIRAO CASCALHEIRA"
"69957","3544707","SP","SAGRES"
"51675","3158409","MG","SANTANA DE CATAGUASES"
"85588","4318465","RS","SAO JOSE DO HERVAL"
"80446","4217758","SC","SUL BRASIL"
"61840","3553856","SP","TAQUARIVAI"
"40576","3102902","MG","ANTONIO CARLOS"
"92010","5200100","GO","ABADIANIA"
"61646","3503158","SP","ARAPEI"
"75124","4102752","PR","BELA VISTA DA CAROBA"
"75140","4103040","PR","BOA VENTURA DE SAO ROQUE"
"98019","5002159","MS","BODOQUENA"
"85499","4302501","RS","BOSSOROCA"
"62839","3509106","SP","CAIUA"
"92932","5204706","GO","CAMPINORTE"
"4707","1502152","PA","CANAA DOS CARAJAS"
"93033","5205208","GO","CATURAI"
"13854","2304202","CE","CRATO"
"40169","3123528","MG","DURANDE"
"44997","3125002","MG","EWBANK DA CAMARA"
"24198","2606002","PE","GARANHUNS"
"45594","3128006","MG","GUANHAES"
"64530","3517604","SP","GUAPIARA"
"80861","4207858","SC","IRATI"
"94013","5210307","GO","ISRAELANDIA"
"65358","3521705","SP","ITABERA"
"87157","4310702","RS","ITATIBA DO SUL"
"57916","3203163","ES","LARANJA DA TERRA"
"47694","3138500","MG","LIBERDADE"
"78573","4124400","PR","SANTO ANTONIO DO SUDOESTE"
"78751","4125001","PR","SAO JOAO DO IVAI"
"90017","5107107","MT","SAO JOSE DOS QUATRO MARCOS"
"71854","3554201","SP","TEJUPA"
"42587","3169059","MG","TOCOS DO MOJI"
"92053","5200308","GO","ALEXANIA"
"92134","1700707","TO","ALVORADA"
"90557","5002407","MS","CAARAPO"
"44792","3124005","MG","ERVALIA"
"93513","5207501","GO","ESTRELA DO NORTE"
"75574","4108007","PR","FLORESTOPOLIS"
"93653","1708205","TO","FORMOSO DO ARAGUAIA"
"46736","3133709","MG","ITATIAIUCU"
"94277","5211602","GO","IVOLANDIA"
"94358","5212006","GO","JAUPACI"
"49557","3147808","MG","PASSA VINTE"
"50172","3150901","MG","PIRANGUCU"
"69477","3542305","SP","REDENCAO DA SERRA"
"93203","5219712","GO","SANTO ANTONIO DA BARRA"
"52175","3160900","MG","SAO BRAS DO SUACUI"
"52191","3161007","MG","SAO DOMINGOS DO PRATA"
"90247","5107354","MT","SAO JOSE DO XINGU"
"39012","2930105","BA","SENHOR DO BONFIM"
"85600","4323507","RS","VISTA ALEGRE"
"57991","3200136","ES","AGUIA BRANCA"
"96717","5202353","GO","ARENOPOLIS"
"85731","4303707","RS","CAMPINA DAS MISSOES"
"41947","3119955","MG","CORREGO FUNDO"
"90611","5003108","MS","CORGUINHO"
"93394","5206909","GO","DAVINOPOLIS"
"86665","4306320","RS","DERRUBADAS"
"86410","4307203","RS","ERVAL GRANDE"
"93637","5208103","GO","FORMOSO"
"45276","3126406","MG","FORTUNA DE MINAS"
"75736","4108908","PR","GUAIRACA"
"35734","2913606","BA","ILHEUS"
"46191","3131000","MG","INHAUMA"
"41025","3140159","MG","MARIO CAMPOS"
"94978","5215009","GO","NOVA VENEZA"
"37818","2924009","BA","PAULO AFONSO"
"91456","5007307","MS","RIO NEGRO"
"78638","4124301","PR","SANTO ANTONIO DO PARAISO"
"95931","5219902","GO","SAO FRANCISCO DE GOIAS"
"78735","4124905","PR","SAO JOAO DO CAIUA"
"71250","3551207","SP","SARUTAIA"
"61530","3502705","SP","APIAI"
"23230","2601201","PE","ARCOVERDE"
"84735","4301552","RS","AUREA"
"56197","3201001","ES","BOA ESPERANCA"
"41491","3107505","MG","BOM JARDIM DE MINAS"
"61484","3509254","SP","CAJATI"
"43435","3117207","MG","CONCEICAO DA PEDRA"
"93297","5206404","GO","CRIXAS"
"16616","2403103","RN","CURRAIS NOVOS"
"85103","4306932","RS","ENTRE IJUIS"
"96270","1709302","TO","GUARAI"
"76015","4110300","PR","INAJA"
"4910","1504604","PA","MOCAJUBA"
"82171","4211108","SC","MONTE CASTELO"
"663","1101401","RO","MONTE NEGRO"
"3093","1400308","RR","MUCAJAI"
"37494","2922409","BA","MUTUIPE"
"62367","3532868","SP","NOVA CASTILHO"
"5959","1505437","PA","OURILANDIA DO NORTE"
"17876","2409407","RN","PAU DOS FERROS"
"50717","3153608","MG","PRUDENTE DE MORAIS"
"69370","3541802","SP","QUEIROZ"
"51713","3158607","MG","SANTANA DO DESERTO"
"90409","5107404","MT","SAO PEDRO DA CIPA"
"59056","3305307","RJ","SAO SEBASTIAO DO ALTO"
"79251","4127601","PR","TIJUCAS DO SUL"
"74152","4100905","PR","AMAPORA"
"40878","3104403","MG","ARGIRITA"
"86347","4301750","RS","BARAO DO TRIUNFO"
"92835","5204201","GO","CACHOEIRA DE GOIAS"
"74659","4103404","PR","CAFEARA"
"23795","2604007","PE","CARPINA"
"44091","3120508","MG","CRISTINA"
"93378","5206800","GO","DAMOLANDIA"
"84905","4311122","RS","JAQUIRANA"
"92983","5212055","GO","JESUPOLIS"
"77178","4116604","PR","NOVA AMERICA DA COLINA"
"74608","4117214","PR","NOVA SANTA BARBARA"
"50733","3153707","MG","QUARTEL GERAL"
"95753","5219001","GO","SANCLERLANDIA"
"78395","4123105","PR","SANTA AMELIA"
"41548","3160959","MG","SAO DOMINGOS DAS DORES"
"87904","4320453","RS","SERIO"
"53694","3168507","MG","TEIXEIRAS"
"40630","3103207","MG","ARACAI"
"56138","3200706","ES","ATILIO VIVACQUA"
"80748","4202156","SC","BELMONTE"
"450","1100031","RO","CABIXI"
"26298","2603454","PE","CAMARAGIBE"
"80675","4203501","SC","CAMPO ERE"
"43117","3115607","MG","CEDRO DO ABAETE"
"43796","3119005","MG","CORDISLANDIA"
"90719","5103601","MT","DOM AQUINO"
"63975","3514809","SP","ELDORADO"
"44954","3124807","MG","ESTRELA DO SUL"
"75515","4107702","PR","FENIX"
"10774","2203909","PI","FLORIANO"
"81329","4205555","SC","FREI ROGERIO"
"88323","4309571","RS","HERVEIRAS"
"46230","3131208","MG","IPANEMA"
"94137","5210901","GO","ITAPACI"
"47538","3137700","MG","LAJINHA"
"48178","3140902","MG","MATIPO"
"41106","3144375","MG","NATALANDIA"
"75507","4118857","PR","PEROBAL"
"77593","4119004","PR","PEROLA D OESTE"
"62421","3543238","SP","RIBEIRAO DOS INDIOS"
"95770","5219100","GO","SANTA BARBARA DE GOIAS"
"81507","4215687","SC","SANTA TEREZINHA DO PROGRESSO"
"78956","4126009","PR","SAO SEBASTIAO DA AMOREIRA"
"88021","4322186","RS","TUPANCI DO SUL"
"56065","3200359","ES","ALTO RIO NOVO"
"62014","3505005","SP","BARAO DE ANTONINA"
"41076","3105400","MG","BARAO DE COCAIS"
"41785","3109451","MG","CABECEIRA GRANDE"
"92991","5205000","GO","CARMO DO RIO VERDE"
"74993","4105102","PR","CENTENARIO DO SUL"
"76279","4111704","PR","JABOTI"
"86940","4311759","RS","MANOEL VIANA"
"66753","3528700","SP","MARABA PAULISTA"
"61425","3532843","SP","NOVA CANAA PAULISTA"
"91863","5007554","MS","SANTA RITA DO PARDO"
"74080","4124020","PR","SANTA TEREZA DO OESTE"
"52299","3161502","MG","SAO GERALDO"
"92517","5202601","GO","AURILANDIA"
"4251","1501303","PA","BARCARENA"
"74616","4103206","PR","BOM SUCESSO"
"85790","4304002","RS","CAMPO NOVO"
"89737","4304663","RS","CAPAO DO LEAO"
"81701","4204194","SC","CHAPADAO DO LAGEADO"
"93173","5205802","GO","CORUMBA DE GOIAS"
"86274","4306502","RS","DOM FELICIANO"
"81604","4205357","SC","FLOR DO SERTAO"
"90972","5004908","MS","JARAGUARI"
"36692","2918407","BA","JUAZEIRO"
"73407","1712009","TO","LAGEADO"
"77070","4116109","PR","MOREIRA SALLES"
"67652","3533205","SP","NOVA INDEPENDENCIA"
"77534","4118600","PR","PAULA FREITAS"
"90344","5106455","MT","PLANALTO DA SERRA"
"51233","3156205","MG","ROCHEDO DE MINAS"
"81205","4215695","SC","SANTIAGO DO SUL"
"87688","4317954","RS","SANTO EXPEDITO DO SUL"
"52914","3164605","MG","SAO SEBASTIAO DO OESTE"
"558","1101807","RO","VALE DO PARAISO"
"57010","3205101","ES","VIANA"
"41637","3108206","MG","BONFINOPOLIS DE MINAS"
"62618","3508009","SP","BURI"
"42579","3112901","MG","CAPUTIRA"
"43770","3118908","MG","CORDISBURGO"
"44539","3122702","MG","DOM SILVERIO"
"96750","5207253","GO","DOVERLANDIA"
"75302","4107520","PR","ESPERANCA NOVA"
"64270","3516309","SP","FRANCISCO MORATO"
"56502","3202553","ES","IBITIRAMA"
"87351","4311700","RS","MACHADINHO"
"574","1101302","RO","MIRANTE DA SERRA"
"94650","5213400","GO","MOIPORA"
"37419","2922003","BA","MUCURI"
"67474","3532306","SP","NATIVIDADE DA SERRA"
"49271","3146404","MG","PAINEIRAS"
"49638","3148202","MG","PATROCINIO DO MURIAE"
"11592","2208007","PI","PICOS"
"98876","5106828","MT","PORTO ESPEREDIAO"
"88579","4317707","RS","SANTO ANTONIO DAS MISSOES"
"52337","3161700","MG","SAO GONCALO DO ABAETE"
"53252","3166303","MG","SERICITA"
"96393","5221908","GO","VARJAO"
"58084","3306156","RJ","VARRE E SAI"
"61271","3501400","SP","ALVARO DE CARVALHO"
"90255","5101308","MT","ARENAPOLIS"
"41394","3107000","MG","BIQUINHAS"
"79812","4103057","PR","BOA VISTA DA APARECIDA"
"92673","5203401","GO","BOM JARDIM DE GOIAS"
"61344","3510153","SP","CANITAR"
"63533","3512605","SP","CORONEL MACEDO"
"84573","4107751","PR","FIGUEIRA"
"75671","4108502","PR","GENERAL CARNEIRO"
"64793","3518909","SP","GUZOLANDIA"
"45837","3129202","MG","HELIODORA"
"46078","3130408","MG","IJACI"
"95052","5215405","GO","OURO VERDE DE GOIAS"
"77550","4118709","PR","PAULO FRONTIN"
"191","1100254","RO","PRESIDENTE MEDICI"
"41467","3157336","MG","SANTA CRUZ DE MINAS"
"88650","4318101","RS","SAO FRANCISCO DE ASSIS"
"58998","3305000","RJ","SAO JOAO DA BARRA"
"79731","4126900","PR","TAPIRA"
"92940","5200555","GO","ALTO HORIZONTE"
"92177","5200902","GO","AMORINOPOLIS"
"92754","5203807","GO","BRITANIA"
"85871","4304507","RS","CANGUCU"
"81248","4203253","SC","CAPAO ALTO"
"73300","1703867","TO","CARIRI DO TOCANTINS"
"43338","3116704","MG","COIMBRA"
"91758","5003454","MS","DEODAPOLIS"
"44253","3121308","MG","DESCOBERTO"
"86398","4307104","RS","HERVAL"
"45993","3130002","MG","IBITURUNA"
"7722","2105427","MA","ITINGA DO MARANHAO"
"76732","4114005","PR","MAMBORE"
"49093","3145505","MG","OLIMPIO NORONHA"
"92460","5215652","GO","PALESTINA DE GOIAS"
"50679","3153400","MG","PRESIDENTE OLEGARIO"
"91499","5007505","MS","ROCHEDO"
"78379","4123006","PR","SALTO DO LONTRA"
"87882","4320354","RS","SENTINELA DO SUL"
"26115","2615607","PE","TRINDADE"
"79499","4128807","PR","XAMBRE"
"40215","3101102","MG","AIMORES"
"56090","3200508","ES","APIACA"
"80802","4201653","SC","ARVOREDO"
"41432","3107208","MG","BOCAINA DE MINAS"
"74225","4104428","PR","CANDOI"
"43974","3119906","MG","CORREGO DO BOM JESUS"
"44415","3122108","MG","DIVINO DAS LARANJEIRAS"
"44830","3124203","MG","ESPERA FELIZ"
"93750","5208806","GO","GOIANIRA"
"86894","4309506","RS","GUARANI DAS MISSOES"
"75892","4109708","PR","IBAITI"
"85901","4310553","RS","ITACURUBI"
"86843","4310579","RS","ITAPUCA"
"76457","4112603","PR","JARDIM OLINDA"
"79758","4115002","PR","MARILENA"
"17590","2408003","RN","MOSSORO"
"49816","3149101","MG","PEDRALVA"
"91278","5006408","MS","PEDRO GOMES"
"98817","5106422","MT","PEIXOTO DE AZEVEDO"
"87467","4315057","RS","PORTO MAUA"
"78212","4122206","PR","RIO BRANCO DO SUL"
"81523","4215356","SC","SALTINHO"
"78476","4123600","PR","SANTA INES"
"7277","2101400","MA","BALSAS"
"81388","4202537","SC","BOM JESUS"
"62103","3509957","SP","CANAS"
"42498","3112505","MG","CAPIM BRANCO"
"86657","4308409","RS","FORMIGUEIRO"
"76058","4110607","PR","IPORA"
"76392","4112306","PR","JAPIRA"
"61964","3529658","SP","MESOPOLIS"
"87289","4313425","RS","NOVO MACHADO"
"74063","4117453","PR","OURO VERDE DO OESTE"
"95435","5217302","GO","PIRENOPOLIS"
"58815","3304102","RJ","PORCIUNCULA"
"78093","4121604","PR","RENASCENCA"
"51756","3158805","MG","SANTANA DO JACARE"
"58360","3305752","RJ","TANGUA"
"71790","3553906","SP","TARABAI"
"89311","4321402","RS","TENENTE PORTELA"
"79294","4127809","PR","TOMAZINA"
"54291","3171402","MG","VIEIRAS"
"33138","2900702","BA","ALAGOINHAS"
"74578","4103008","PR","BOA ESPERANCA"
"85634","4303202","RS","CACIQUE DOBLE"
"74977","4105003","PR","CATANDUVAS"
"56332","3201704","ES","CONCEICAO DO CASTELO"
"75779","4109104","PR","GUAPOREMA"
"84972","4309753","RS","IBARAMA"
"65579","3522802","SP","ITAPORANGA"
"87432","4312104","RS","MATA"
"94617","1713205","TO","MIRACEMA DO TOCANTINS"
"94633","1713304","TO","MIRANORTE"
"87122","4312443","RS","MORRINHOS DO SUL"
"67458","3532207","SP","NARANDIBA"
"82619","4213302","SC","PONTE ALTA"
"91391","5107008","MT","POXOREO"
"58009","3304151","RJ","QUISSAMA"
"51136","3155702","MG","RIO PIRACICABA"
"79138","4127007","PR","TEIXEIRA SOARES"
"5614","1508100","PA","TUCURUI"
"92800","5221551","GO","TURVELANDIA"
"85359","4301800","RS","BARRACAO"
"58041","3300456","RJ","BELFORD ROXO"
"74209","4103479","PR","CAFEZAL DO SUL"
"42919","3114600","MG","CARRANCAS"
"92100","5205455","GO","CEZARINA"
"44776","3123908","MG","ENTRE RIOS DE MINAS"
"93815","5209200","GO","GUAPO"
"493","1101104","RO","ITAPUA DO OESTE"
"85626","4310751","RS","IVORA"
"41041","3140530","MG","MARTINS SOARES"
"74543","4115754","PR","MAUA DA SERRA"
"48690","3143500","MG","MORADA NOVA DE MINAS"
"61409","3533254","SP","NOVAIS"
"93084","5214879","GO","NOVA IGUACU DE GOIAS"
"95010","5215207","GO","NOVO BRASIL"
"77313","4117503","PR","PAICANDU"
"95176","5216007","GO","PANAMA"
"49778","3148905","MG","PEDRA DO INDAIA"
"77739","4119707","PR","PLANALTINA DO PARANA"
"61565","3540754","SP","POTIM"
"51853","3159308","MG","SANTA RITA DE JACUTINGA"
"51977","3159902","MG","SANTO ANTONIO DO AMPARO"
"53554","3167806","MG","SOLEDADE DE MINAS"
"53635","3168200","MG","TAPIRAI"
"91596","5008008","MS","TERENOS"
"79871","4127858","PR","TRES BARRAS DO PARANA"
"86045","4300638","RS","AMARAL FERRADOR"
"90158","5000807","MS","ANAURILANDIA"
"61476","3502408","SP","ANHUMAS"
"56014","3200102","ES","AFONSO CLAUDIO"
"85570","4302907","RS","CACEQUI"
"43915","3119609","MG","CORONEL PACHECO"
"86177","4306007","RS","CRISSIUMAL"
"40983","3138674","MG","LUISBURGO"
"48372","3141900","MG","MINDURI"
"90140","5108808","MT","NOVA GUARITA"
"90360","5108956","MT","NOVA MONTE VERDE"
"77712","4119608","PR","PITANGA"
"77755","4119806","PR","PLANALTO"
"50954","3154804","MG","RIO ACIMA"
"40800","3165537","MG","SARZEDO"
"79391","4128302","PR","UNIFLOR"
"80179","4200903","SC","ANGELINA"
"80250","4201307","SC","ARAQUARI"
"90336","5101704","MT","BARRA DO BUGRES"
"40045","3108552","MG","BRASILANDIA DE MINAS"
"63053","3510203","SP","CAPAO BONITO"
"42412","3112109","MG","CAPARAO"
"34371","2906907","BA","CARAVELAS"
"44814","3124104","MG","ESMERALDAS"
"46914","3134608","MG","JABOTICATUBAS"
"57134","3203056","ES","JAGUARE"
"66796","3528908","SP","MARIAPOLIS"
"94579","5213004","GO","MAURILANDIA"
"77151","4116505","PR","NOVA ALIANCA DO IVAI"
